,sentence,cleansed_target,cleansed_stopwords
64,전체적으로 기대한만큼 좋았습니다.  룸 업그레이드도 해주셔서 즐겁고 행복한 시간 되었습니다.,"['전체', '기대', '좋', '룸', '업그레이드', '하', '아', '어서', '즐겁', '고', '행복', '시간', '되']","['전체', '기대', '룸', '업그레이드', '아', '어서', '즐겁', '고', '행복']"
65,"1박 일정 중 내내 호텔에서만 있었는데도,  시간이 부족하다고 느껴졌어요  주말 예약이라서 체크인/아웃 줄이 매우 길었는데,  컨시어지 데스크를 통해서 융통성있게 기다리지 않도록 배려해주시는 직원분들의 센스가 훌륭했어요  인피니티풀은 정말 좋았는데 물이 따뜻하긴 해도 4월 날씨에 바다바람이 부니 춥다고 느껴졌어요  그래도 실내외를 오가며 즐길 수 있다는 점이 정말 좋았고,  저녁부페도 아주 훌륭했습니다!  라운지 이용할 수 있는 점이 좋긴 하지만,  음료 외에 요기할만한 음식은 거의 없다고 보심 됩니다. 사우나도 하고 싶었지만 코로나로 자제했어요  나중에 꼭 다시 가고싶은 호텔이에요~ 혹시 좋은 프로모션이 있다면 더욱 좋을 거 같구요","['박', '일정', '호텔', '는데', '시간', '부족', '다고', '느끼', '어', '어요', '주말', '예약', '라서', '체크인', '아웃', '길', '는데', '크', '언', '어', '지', '데스크', '통하', '아서', '융통성', '있', '게', '기다리', '지', '도록', '배려', '아', '직원', '센스', '어요', '인피니티', '풀', '좋', '는데', '물', '하', '아도', '날씨', '바다', '바람', '불', '니', '춥', '다고', '느끼', '어', '어요', '실내외', '오가', '며', '즐기', '있', '점', '좋', '고', '저녁', '부페', '라운지', '이용', '있', '점', '좋', '음료', '요기', '음식', '없', '다고', '보', '되', '사우나', '하', '고', '지만', '코로나', '자제', '어요', '나중', '가', '고', '호텔', '좋', '프로모션', '있', '다면', '좋', '같', '구요']","['박', '일정', '호텔', '는데', '부족', '다고', '느끼', '어', '어요', '주말', '예약', '라서', '체크인', '아웃', '길', '는데', '언', '어', '데스크', '아서', '융통성', '있', '게', '기다리', '도록', '배려', '아', '직원', '센스', '어요', '인피니티', '풀', '는데', '물', '아도', '날씨', '바다', '바람', '불', '니', '춥', '다고', '느끼', '어', '어요', '실내외', '오가', '며', '즐기', '있', '고', '저녁', '부페', '라운지', '이용', '있', '음료', '요기', '음식', '다고', '사우나', '고', '지만', '코로나', '자제', '어요', '나중', '고', '호텔', '프로모션', '있', '다면', '구요']"
66,입지요건이 훌륭하여 바다 앞이라는점과 직원분들의 친절도 룸컨디션 청결상태는 최상이었습니다,"['입지', '요건', '어', '바다', '앞', '직원', '친절', '룸', '컨디션', '청결', '상태', '최상']","['입지', '요건', '어', '바다', '직원', '친절', '룸', '컨디션', '청결', '상태', '최상']"
67,라운지 직원 및 객실안내 친절함이 넘 좋았습니다,"['라운지', '직원', '객실', '안내', '친절', '좋']","['라운지', '직원', '객실', '안내', '친절']"
68,직원들 넘 친절.,"['직원', '친절']","['직원', '친절']"
69,직원 친절과 응대는 최고. 시설은 아주 좋아요  음식은 서울 보다 나은듯 excellent,"['직원', '친절', '응대', '최고', '시설', '좋', '아요', '음식', '서울', '나']","['직원', '친절', '응대', '최고', '시설', '아요', '음식', '서울']"
70,직원분들이 너무너무 친절하고 룸컨디션도 정말좋았어요 해운대뷰룸이었는데 전망이 끝내줍니다,"['직원', '친절', '고', '룸', '컨디션', '좋', '어요', '해운대', '뷰', '룸', '는데', '전망', '끝내주', 'ㅂ니다']","['직원', '친절', '고', '룸', '컨디션', '어요', '해운대', '뷰', '룸', '는데', '전망', '끝내주', 'ㅂ니다']"
71,조식도좋고 너무편하고 뷰도넘나좋았어요,"['조식', '좋', '고', '편하', '고', '뷰', '넘', '나', '좋', '어요']","['조식', '고', '편하', '고', '뷰', '넘', '어요']"
72,직원분들의 세심함과 따뜻한 말 한마디가 기분좋은 추억을 남겨주었습니다. 야외수영장이 좋습니다.,"['직원', '말', '한마디', '기분좋', '추억', '남기', '어', '야외', '수영장', '좋']","['직원', '한마디', '기분좋', '추억', '남기', '어', '야외', '수영장']"
73,위치좋고 직원들서비스마인드좋고 금액저렴하고 청결상태좋고 매우만족스러운 숙박이였습니다,"['위치', '좋', '고', '직원', '서비스', '마인드', '좋', '고', '금액', '고', '청결', '상태', '좋', '고', '만족스럽', '숙박']","['위치', '고', '직원', '서비스', '마인드', '고', '금액', '고', '청결', '상태', '고', '만족스럽', '숙박']"
74,직원분들의 태도..사실 가성비숙소는 아니지만 시그니엘과 같은 서비스와 직원분들의 태도를 접해본 느낌은..내가100프로 쉴 수있는 환경과 상황을 만들어준다고 느꼈습니다. 결론은 그냥 다 좋았습니다.,"['직원', '태도', '가성', '숙소', '지만', '시', '엘', '같', '서비스', '직원', '태도', '접하', '아', '느낌', '쉬', '환경', '상황', '만들', '어', 'ㄴ다고', '느끼', '결론', '좋']","['직원', '태도', '가성', '숙소', '지만', '시', '엘', '서비스', '직원', '태도', '접하', '아', '느낌', '쉬', '환경', '상황', '어', 'ㄴ다고', '느끼', '결론']"
75,"안좋았던 점이 없었어요... 객실, 뷰, 위치, 서비스, 부대시설, 라운지 까지 모든게 완벽했던 숙소입니다. 가격대가 있으니 가성비라는 말을 쓰기는 애매한데, 정말 가격이 하나도 아깝지 않은 완벽한 숙소였습니당","['안', '좋', '점', '없', '객실', '뷰', '위치', '서비스', '부대시설', '라운지', '게', '완벽', '숙소', '가격대', '있', '으니', '가성', '비', '말', '쓰', 'ㄴ데', '가격', '아깝', '지', '완벽', '숙소']","['객실', '뷰', '위치', '서비스', '부대시설', '라운지', '게', '완벽', '숙소', '가격대', '있', '으니', '가성', '비', '쓰', 'ㄴ데', '가격', '아깝', '완벽', '숙소']"
76,친절하고 객실도 너무 좋아요.. 또 가고 싶어요..,"['친절', '고', '객실', '좋', '가', '고']","['친절', '고', '객실', '고']"
77,깨끗함 조용함 뷰가 너무 좋음,"['뷰', '좋']",['뷰']
78,편안하게 아주 좋았습니다,"['편안', '게', '좋']","['편안', '게']"
79,직원들 친절하고 룸도 쾌적하고 어메니티 훌륭 베딩은 퍼펙트 또오고싶네요,"['직원', '친절', '고', '룸', '고', '어메', '니', '티', '베', '퍼펙트', '오', '고', '네요']","['직원', '친절', '고', '룸', '고', '어메', '니', '티', '베', '퍼펙트', '고', '네요']"
80,넘 친절하셨고 저녁에 턴다운 서비스가 있어 하루에 두번씩 객실 신경써주시는 느낌을 받았네요! 샴페인 서비스도 굿굿. 식당들도 맛있습니다.,"['친절', '고', '저녁', '턴', '서비스', '있', '어', '하루', '객실', '신경', '쓰', '어', '느낌', '받', '샴페인', '서비스', '굿', '굿', '식당', '맛있']","['친절', '고', '저녁', '턴', '서비스', '있', '어', '하루', '객실', '신경', '쓰', '어', '느낌', '샴페인', '서비스', '굿', '굿', '식당', '맛있']"
81,"처음방문해보고, 서비스도 다 좋아서  다른친구들과 다시 방문 했습니다.  추천 드리며, 신랑이랑 기념일때 또 가고싶네요 ^^  위치도, 배달음식도 잘오고, 가성비 너무 좋습니다.","['처음', '방문', '아', '고', '서비스', '좋', '아서', '친구', '방문', '하', '추천', '드리', '며', '신랑', '기념일', '때', '가', '고', '네요', '위치', '배달', '음식', '오', '고', '성비', '좋']","['처음', '방문', '아', '고', '서비스', '아서', '친구', '방문', '추천', '드리', '며', '신랑', '기념일', '고', '네요', '위치', '배달', '음식', '고', '성비']"
82,직원들의 서비스가 너무 마음에 듭니다,"['직원', '서비스', '마음', '드', 'ㅂ니다']","['직원', '서비스', '마음', '드', 'ㅂ니다']"
83,"서비스가 상당히 맘에 듭니다. 또한, 체크인도 편하게 할수 있어 좋네요. 조식먹을때도 직원들이 머리도 깔끔하게 묶고 서빙하니 좋은것 같아요 룸 컨디션도 좋네요~ 편하게 쉬다 왔습니다~","['서비스', '맘', '드', '체크인', '편하', '게', '하', '있', '어', '좋', '조식', '먹', '때', '직원', '머리', '게', '묶', '고', '서빙', '니', '좋', '같', '아요', '룸', '컨디션', '좋', '편하', '게', '쉬', '다', '오']","['서비스', '맘', '드', '체크인', '편하', '게', '있', '어', '조식', '먹', '직원', '머리', '게', '묶', '고', '서빙', '니', '아요', '룸', '컨디션', '편하', '게', '쉬', '다']"
84,위치도 좋고 조식도 좋았어요.,"['위치', '좋', '고', '조식', '좋']","['위치', '고', '조식']"
85,친절한 직원들이 좋습니다,"['친절', '직원', '좋', '습니다']","['친절', '직원', '습니다']"
86,체크인부터 체크아웃까지 흠 잡을 곳 하나가 없네요 서비스와 시설이 국내 최고인 거 같아요 !,"['체크인', '체크아웃', '흠', '잡', '곳', '없', '네요', '서비스', '시설', '국내', '최고', '같', '아요']","['체크인', '체크아웃', '흠', '잡', '곳', '네요', '서비스', '시설', '국내', '최고', '아요']"
87,친절함,['친절'],['친절']
88,서비스좋고 친절하고 너무좋습니다,"['서비스', '좋', '고', '친절', '고', '좋', '습니다']","['서비스', '고', '친절', '고', '습니다']"
89,직원들이 너무 친절해요.,"['직원', '친절']","['직원', '친절']"
90,직원들 서비스 최고였습니다. 새건물이라 깔끔한데다 편안하고 포근한 느낌의 인테리어도 마음에 들었습니다. 해운대 갈 때마다 예약할 것 같아요,"['직원', '서비스', '최고', '건물', '라', 'ㄴ데다', '편안', '고', '느낌', '인테리어', '마음', '들', '해운대', '가', '때', '예약', '같', '아요']","['직원', '서비스', '최고', '건물', '라', 'ㄴ데다', '편안', '고', '느낌', '인테리어', '마음', '해운대', '예약', '아요']"
91,다 만족스러웠어요~,['만족'],['만족']
92,체크인이 정말편했어요,"['체크인', '편하', '어요']","['체크인', '편하', '어요']"
93,"여러군데 호텔을 다녀봤지만, 아침은 여지껏 기억에 남을 정도로 (좋은 쪽으로) 완벽했던 아침이었던 것 같습니다. 투숙객 할인으로 되게 좋은 가격에 좋은 서비스로 아침을 먹었네요.","['호텔', '다니', '어', '지만', '아침', '기억', '남', '정도', '좋', '완벽', '아침', '같', '투숙객', '할인', '되', '게', '좋', '가격', '좋', '서비스', '아침', '먹']","['호텔', '다니', '어', '지만', '아침', '기억', '남', '완벽', '아침', '투숙객', '할인', '게', '가격', '서비스', '아침', '먹']"
94,깨끗함,[],[]
95,최고입니다,"['최고', 'ㅂ니다']","['최고', 'ㅂ니다']"
96,직원들이 친절했어여,"['직원', '친절', '어', '어']","['직원', '친절', '어', '어']"
97,방까지 안내해주고 짐을 들어준 직원이 정말정말 친절했다. 팁을 드려야하나 혹시 실례는 아닌가 고민이 되었다. 남성분이셨는데 너무 친절해서 칭찬글을 올리고싶었다,"['방', '안내', '아', '고', '짐', '들어주', '직원', '친절', '팁', '드리', '어야', '나', '실례', 'ㄴ가', '고민', '되', '남성', '는데', '친절', '아서', '칭찬', '글', '올리', '고', '다']","['방', '안내', '아', '고', '짐', '들어주', '직원', '친절', '팁', '드리', '어야', '실례', 'ㄴ가', '고민', '남성', '는데', '친절', '아서', '칭찬', '글', '올리', '고', '다']"
98,처음 로비에서 부터 직원들이 친절했고 침구류들도 다 좋았어요! 어메니티들도 좋아서 만족합니다.,"['처음', '로비', '직원', '친절', '고', '침구', '좋', '어메', '니', '티', '좋', '아서', '만족']","['처음', '로비', '직원', '친절', '고', '침구', '어메', '니', '티', '아서', '만족']"
99,"다 마음에 들었는데, 체크아웃 후 출차 시 주차등록이 안되어있다고 해서 조금.. 당황했네요. 나머지는 모두 만족했습니다:)","['마음', '들', '는데', '체크아웃', '후', '추', '주차', '등록', '안', '어', '다고', '하', '아서', '당황', '나머지', '만족']","['마음', '는데', '체크아웃', '후', '추', '주차', '등록', '어', '다고', '아서', '당황', '나머지', '만족']"
100,직원분들 친절함에 대대대대만족합니다😍,"['직원', '친절', '대대', '대대', '만족']","['직원', '친절', '대대', '대대', '만족']"
101,시설은 가격이 가격인만큼 좋고 그러나 직원분들 서비스는 최상이였음,"['시설', '가격', '가격', '좋', '고', '직원', '서비스', '최상']","['시설', '가격', '가격', '고', '직원', '서비스', '최상']"
102,"룸 전망이 너무 좋았고, 지내는동안 보는분들 모두가 너무 친절하셔서 행복한시간 보내다갔네요! 체크인 아웃해주신분들 특히 감사했고 문의 전화자주드렸는데도 친절히 응대해주셔서 감사했습니다~ 컨디션 너무좋았고 룸에 욕실화장실도 나뉘어있고 침대도 너무 좋고 부족한게 하나도 없었습니다. 다음에 또갈꺼같아요~","['룸', '전망', '좋', '고', '지내', '동안', '보', '모두', '친절', '어서', '행복', '보내', '다', '체크인', '아웃', '해주', '신분', '감사', '고', '문', '전화', '자주', '드리', '는데', '응대', '아', '어서', '감사', '컨디션', '좋', '고', '룸', '욕실', '화장실', '나뉘', '어', '고', '침대', '좋', '고', '부족', 'ㄴ게', '없', '다음', '갈', '같']","['룸', '전망', '고', '지내', '동안', '모두', '친절', '어서', '행복', '보내', '다', '체크인', '아웃', '해주', '신분', '감사', '고', '문', '전화', '자주', '드리', '는데', '응대', '아', '어서', '감사', '컨디션', '고', '룸', '욕실', '화장실', '나뉘', '어', '고', '침대', '고', '부족', 'ㄴ게', '다음', '갈']"
